win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std,run_id,scenario_id,y_multiclass,is_anomaly
7,35.0,40.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.09663865546219,8.514144758592652,20260128-025940_baseline_ro_scan,baseline_ro_scan,1,1
8,40.0,45.0,722,144.4,718,4,0,6,0.4473684210526316,0.0,0,0.0,0,0.0,0.0,0.0,64.02908587257618,8.511877736391313,20260128-025940_baseline_ro_scan,baseline_ro_scan,1,1
9,45.0,50.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375,20260128-025940_baseline_ro_scan,baseline_ro_scan,1,1
10,50.0,55.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.09436619718309,8.514170248522719,20260128-025940_baseline_ro_scan,baseline_ro_scan,1,1
11,55.0,60.0,720,144.0,716,4,0,6,0.4486111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304,20260128-025940_baseline_ro_scan,baseline_ro_scan,1,1
1,5.0,10.0,722,144.4,716,6,0,6,0.4473684210526316,0.0,0,0.0,0,0.0,0.0,0.0,63.95567867036011,8.510428808269618,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
2,10.0,15.0,716,143.2,714,2,0,6,0.4497206703910614,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
3,15.0,20.0,722,144.4,720,2,0,6,0.4487534626038781,0.0,0,0.0,0,0.0,0.0,0.0,64.07756232686981,8.512957087820851,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
4,20.0,25.0,712,142.4,712,0,0,6,0.4536516853932584,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
5,25.0,30.0,716,143.2,716,0,0,6,0.4525139664804469,0.0,0,0.0,0,0.0,0.0,0.0,64.12290502793296,8.513806102684596,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
6,30.0,35.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.09436619718309,8.514170248522719,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
7,35.0,40.0,722,144.4,720,2,0,6,0.4487534626038781,0.0,0,0.0,0,0.0,0.0,0.0,64.07756232686981,8.512957087820851,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
8,40.0,45.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
9,45.0,50.0,716,143.2,716,0,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.09776536312849,8.514131895488381,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
10,50.0,55.0,712,142.4,712,0,0,6,0.4536516853932584,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486,20260128-030049_baseline_ro_scan,baseline_ro_scan,1,1
1,5.0,10.0,716,143.2,716,0,0,6,0.4525139664804469,0.0,0,0.0,0,0.0,0.0,0.0,64.09776536312849,8.514131895488381,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
2,10.0,15.0,716,143.2,714,2,0,6,0.4497206703910614,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
3,15.0,20.0,720,144.0,718,2,0,6,0.4486111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.0513888888889,8.513151477037587,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
4,20.0,25.0,712,142.4,712,0,0,6,0.4536516853932584,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
5,25.0,30.0,718,143.6,716,2,0,6,0.4498607242339832,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
6,30.0,35.0,712,142.4,712,0,0,6,0.4536516853932584,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
7,35.0,40.0,720,144.0,716,4,0,6,0.4486111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
8,40.0,45.0,714,142.8,714,0,0,6,0.453781512605042,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
9,45.0,50.0,718,143.6,716,2,0,6,0.4498607242339832,0.0,0,0.0,0,0.0,0.0,0.0,64.05013927576601,8.513155065708734,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
10,50.0,55.0,718,143.6,716,2,0,6,0.4498607242339832,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283,20260128-030208_baseline_ro_scan,baseline_ro_scan,1,1
1,5.0,10.0,722,144.4,720,2,0,6,0.4487534626038781,0.0,0,0.0,0,0.0,0.0,0.0,64.05263157894737,8.513147726342247,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
2,10.0,15.0,718,143.6,716,2,0,6,0.4512534818941504,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
3,15.0,20.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
4,20.0,25.0,718,143.6,716,2,0,6,0.4498607242339832,0.0,0,0.0,0,0.0,0.0,0.0,64.05013927576601,8.513155065708732,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
5,25.0,30.0,720,144.0,716,4,0,6,0.4472222222222222,0.0,0,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
6,30.0,35.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
7,35.0,40.0,712,142.4,712,0,0,6,0.4522471910112359,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
8,40.0,45.0,714,142.8,712,2,0,6,0.4495798319327731,0.0,0,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
9,45.0,50.0,722,144.4,718,4,0,6,0.4473684210526316,0.0,0,0.0,0,0.0,0.0,0.0,64.02908587257618,8.51187773639131,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
10,50.0,55.0,716,143.2,716,0,0,6,0.4525139664804469,0.0,0,0.0,0,0.0,0.0,0.0,64.09776536312849,8.514131895488381,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
11,55.0,60.0,736,147.2,728,8,0,6,0.4442934782608695,0.0,0,0.0,0,0.0,0.0,0.0,63.942934782608695,8.509074700378257,20260128-030320_baseline_ro_scan,baseline_ro_scan,1,1
1,5.0,10.0,726,145.2,722,4,0,6,0.4462809917355372,0.0,0,0.0,0,0.0,0.0,0.0,64.0068870523416,8.511939885395522,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
2,10.0,15.0,712,142.4,712,0,0,6,0.4536516853932584,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
3,15.0,20.0,718,143.6,716,2,0,6,0.4498607242339832,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
4,20.0,25.0,714,142.8,714,0,0,6,0.4509803921568627,0.0,0,0.0,0,0.0,0.0,0.0,64.09663865546219,8.514144758592652,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
5,25.0,30.0,722,144.4,718,4,0,6,0.4487534626038781,0.0,0,0.0,0,0.0,0.0,0.0,64.02908587257618,8.51187773639131,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
6,30.0,35.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
7,35.0,40.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.04888268156425,8.513158489461038,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
8,40.0,45.0,710,142.0,710,0,0,6,0.452112676056338,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
9,45.0,50.0,720,144.0,718,2,0,6,0.45,0.0,0,0.0,0,0.0,0.0,0.0,64.0513888888889,8.513151477037587,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
10,50.0,55.0,714,142.8,712,2,0,6,0.4509803921568627,0.0,0,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
11,55.0,60.0,724,144.8,720,4,0,6,0.4461325966850828,0.0,0,0.0,0,0.0,0.0,0.0,64.0303867403315,8.51188083328498,20260128-030435_baseline_ro_scan,baseline_ro_scan,1,1
1,5.0,10.0,724,144.8,720,4,0,6,0.4475138121546961,0.0,0,0.0,0,0.0,0.0,0.0,64.00552486187846,8.511933279222431,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
2,10.0,15.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031376,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
3,15.0,20.0,712,142.4,712,0,0,6,0.4522471910112359,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
4,20.0,25.0,712,142.4,712,0,0,6,0.4522471910112359,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
5,25.0,30.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
6,30.0,35.0,724,144.8,718,6,0,6,0.4447513812154696,0.0,0,0.0,0,0.0,0.0,0.0,63.98204419889503,8.510536739845243,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
7,35.0,40.0,714,142.8,714,0,0,6,0.4509803921568627,0.0,0,0.0,0,0.0,0.0,0.0,64.09663865546219,8.514144758592652,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
8,40.0,45.0,716,143.2,714,2,0,6,0.4497206703910614,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031376,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
9,45.0,50.0,720,144.0,716,4,0,6,0.4486111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
10,50.0,55.0,716,143.2,716,0,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.09776536312849,8.514131895488381,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
11,55.0,60.0,726,145.2,720,6,0,6,0.4449035812672176,0.0,0,0.0,0,0.0,0.0,0.0,63.98347107438016,8.510551031556853,20260128-030641_baseline_ro_scan,baseline_ro_scan,1,1
1,5.0,10.0,718,143.6,716,2,0,6,0.4498607242339832,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
2,10.0,15.0,726,145.2,722,4,0,6,0.4449035812672176,0.0,0,0.0,0,0.0,0.0,0.0,64.03168044077135,8.511883715943819,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
3,15.0,20.0,718,143.6,716,2,0,6,0.4498607242339832,0.0,0,0.0,0,0.0,0.0,0.0,64.05013927576601,8.513155065708734,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
4,20.0,25.0,716,143.2,716,0,0,6,0.4525139664804469,0.0,0,0.0,0,0.0,0.0,0.0,64.12290502793296,8.513806102684596,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
5,25.0,30.0,724,144.8,718,6,0,6,0.4461325966850828,0.0,0,0.0,0,0.0,0.0,0.0,63.98204419889503,8.510536739845243,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
6,30.0,35.0,712,142.4,712,0,0,6,0.4536516853932584,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
7,35.0,40.0,712,142.4,712,0,0,6,0.4522471910112359,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
8,40.0,45.0,716,143.2,714,2,0,6,0.4525139664804469,0.0,0,0.0,0,0.0,0.0,0.0,64.04888268156425,8.513158489461038,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
9,45.0,50.0,716,143.2,714,2,0,6,0.4497206703910614,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
10,50.0,55.0,714,142.8,714,0,0,6,0.453781512605042,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
11,55.0,60.0,722,144.4,718,4,0,6,0.4487534626038781,0.0,0,0.0,0,0.0,0.0,0.0,64.00415512465374,8.51192641663428,20260128-030759_baseline_ro_scan,baseline_ro_scan,1,1
1,5.0,10.0,724,144.8,720,4,0,6,0.4461325966850828,0.0,0,0.0,0,0.0,0.0,0.0,64.00552486187846,8.511933279222431,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
2,10.0,15.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
3,15.0,20.0,714,142.8,714,0,0,6,0.4509803921568627,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
4,20.0,25.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.09663865546219,8.514144758592652,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
5,25.0,30.0,716,143.2,714,2,0,6,0.4497206703910614,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
6,30.0,35.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
7,35.0,40.0,716,143.2,716,0,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.09776536312849,8.514131895488381,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
8,40.0,45.0,712,142.4,712,0,0,6,0.4536516853932584,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
9,45.0,50.0,712,142.4,712,0,0,6,0.4522471910112359,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
10,50.0,55.0,714,142.8,714,0,0,6,0.4509803921568627,0.0,0,0.0,0,0.0,0.0,0.0,64.09663865546219,8.514144758592652,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
11,55.0,60.0,716,143.2,714,2,0,6,0.4497206703910614,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375,20260128-030912_baseline_ro_scan,baseline_ro_scan,1,1
1,5.0,10.0,172,34.4,74,98,0,6,0.2674418604651162,0.0,0,0.0,0,0.0,0.0,0.0,59.343023255813954,6.780084390942075,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
2,10.0,15.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115735,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
3,15.0,20.0,160,32.0,66,94,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.39375,6.803580743806896,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
4,20.0,25.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
5,25.0,30.0,172,34.4,74,98,0,6,0.2674418604651162,0.0,0,0.0,0,0.0,0.0,0.0,59.343023255813954,6.780084390942075,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
6,30.0,35.0,172,34.4,76,96,0,6,0.2674418604651162,0.0,0,0.0,0,0.0,0.0,0.0,59.54651162790697,6.9225902141554325,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
7,35.0,40.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115736,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
8,40.0,45.0,168,33.6,70,98,0,6,0.2797619047619047,0.0,0,0.0,0,0.0,0.0,0.0,59.32738095238095,6.760791218673631,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
9,45.0,50.0,160,32.0,68,92,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.6125,6.954303973080278,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
10,50.0,55.0,168,33.6,72,96,0,6,0.2738095238095238,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
11,55.0,60.0,166,33.2,72,94,0,6,0.2771084337349397,0.0,0,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415,20260128-031044_baseline_write_inj,baseline_write_inj,2,1
1,5.0,10.0,170,34.0,72,98,0,6,0.2764705882352941,0.0,0,0.0,0,0.0,0.0,0.0,59.38823529411765,6.806733893548206,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
2,10.0,15.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
3,15.0,20.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.895095960505589,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
4,20.0,25.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115736,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
5,25.0,30.0,166,33.2,70,96,0,6,0.2771084337349397,0.0,0,0.0,0,0.0,0.0,0.0,59.36746987951807,6.791465381802762,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
6,30.0,35.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
7,35.0,40.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
8,40.0,45.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
9,45.0,50.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115736,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
10,50.0,55.0,176,35.2,76,100,0,6,0.2670454545454545,0.0,0,0.0,0,0.0,0.0,0.0,59.36363636363637,6.795188501937188,20260128-031155_baseline_write_inj,baseline_write_inj,2,1
1,5.0,10.0,160,32.0,68,92,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.6125,6.954303973080278,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
2,10.0,15.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
3,15.0,20.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
4,20.0,25.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
5,25.0,30.0,166,33.2,70,96,0,6,0.2831325301204819,0.0,0,0.0,0,0.0,0.0,0.0,59.47590361445784,6.864174330807896,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
6,30.0,35.0,168,33.6,72,96,0,6,0.2738095238095238,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
7,35.0,40.0,174,34.8,76,98,0,6,0.264367816091954,0.0,0,0.0,0,0.0,0.0,0.0,59.40229885057471,6.824499089217772,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
8,40.0,45.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
9,45.0,50.0,162,32.4,68,94,0,6,0.2901234567901234,0.0,0,0.0,0,0.0,0.0,0.0,59.5679012345679,6.922745247950646,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
10,50.0,55.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,0,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363,20260128-031304_baseline_write_inj,baseline_write_inj,2,1
1,5.0,10.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
2,10.0,15.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
3,15.0,20.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
4,20.0,25.0,170,34.0,74,96,0,6,0.2705882352941176,0.0,0,0.0,0,0.0,0.0,0.0,59.48823529411764,6.880696130389302,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
5,25.0,30.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,0,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
6,30.0,35.0,168,33.6,70,98,0,6,0.2797619047619047,0.0,0,0.0,0,0.0,0.0,0.0,59.32738095238095,6.760791218673631,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
7,35.0,40.0,168,33.6,72,96,0,6,0.2738095238095238,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
8,40.0,45.0,168,33.6,72,96,0,6,0.2738095238095238,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
9,45.0,50.0,168,33.6,72,96,0,6,0.2738095238095238,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
10,50.0,55.0,160,32.0,66,94,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.39375,6.803580743806896,20260128-031413_baseline_write_inj,baseline_write_inj,2,1
1,5.0,10.0,166,33.2,70,96,0,6,0.2831325301204819,0.0,0,0.0,0,0.0,0.0,0.0,59.47590361445784,6.864174330807897,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
2,10.0,15.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
3,15.0,20.0,166,33.2,70,96,0,6,0.2771084337349397,0.0,0,0.0,0,0.0,0.0,0.0,59.36746987951807,6.791465381802762,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
4,20.0,25.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,0,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
5,25.0,30.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
6,30.0,35.0,156,31.2,64,92,0,6,0.2948717948717949,0.0,0,0.0,0,0.0,0.0,0.0,59.48717948717949,6.864519685035944,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
7,35.0,40.0,166,33.2,72,94,0,6,0.2771084337349397,0.0,0,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
8,40.0,45.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
9,45.0,50.0,164,32.8,68,96,0,6,0.2865853658536585,0.0,0,0.0,0,0.0,0.0,0.0,59.41463414634146,6.819003609912881,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
10,50.0,55.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031523_baseline_write_inj,baseline_write_inj,2,1
1,5.0,10.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031633_baseline_write_inj,baseline_write_inj,2,1
2,10.0,15.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922,20260128-031633_baseline_write_inj,baseline_write_inj,2,1
3,15.0,20.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,0,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363,20260128-031633_baseline_write_inj,baseline_write_inj,2,1
